Txn Hash,Method,Timestamp,From,To,TokenID,Contract Address,value
0xbab1e8774741b622b9368dca512d2e6b54e60cf27a88b9651580ef321ad6df65,0xb4e4b296,2022-05-18 20:24:27,cloudperson.eth,nicoops.eth,2083,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.035
0x6b5a8df300a760b9471f4c8ea53580f76f6fdbc493c2a3faf6368a0eedd0e80e,0x9a2b8115,2022-05-18 20:21:38,0x4c38a6962c8226ff4a7003cb66ca5c644ce0d1d2,Gem: GemSwap 2,1626,0x83C8F28c26bF6aaca652Df1DbBE0e1b56F8baBa2,0.031
0x3d97bf2fd5bcb00ed229252d426e56ecd9809e8b883b59f7284c9e8ef20009c9,0xb4e4b296,2022-05-18 20:21:38,cloudperson.eth,0xa97f14955844028f7c3988340c73094e6a71e3de,3520,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.01231
0x96e409d837e80cdaed06a033f738cc0f552b773769082c504d6fa22ffdbf974b,0xb4e4b296,2022-05-18 20:16:40,astroyon.eth,0xfb53688f78a1a7e6111feb0f12ba219036e337ed,3811,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.03
0xc54c82f1c5f257a2b07cf2f90e4e93b62da482c6073b801630fd470f02f22478,0x3b6d032e,2022-05-18 20:15:30,0xa474faba40bb4d02f06392731860857f9b9f6d02,0x8f24883c7cd9d0c6badc0a3e449ad9ec9649c0d0,3895,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0x14d35bc52d9e4fda29b080dc5c6489b823274b71bb96c6651adb504c8c509dbe,0xbe75518f,2022-05-18 20:13:20,0x7f7f8a297c2a38d88330e27dab46dfe7f07b3dcd,0x56dd5bbede9bfdb10a2845c4d70d4a2950163044,3937,0x56Dd5bbEDE9BFDB10a2845c4D70d4a2950163044,0.03
0x14d35bc52d9e4fda29b080dc5c6489b823274b71bb96c6651adb504c8c509dbe,0xbe75518f,2022-05-18 20:13:20,0x56dd5bbede9bfdb10a2845c4d70d4a2950163044,beautifulnfts.eth,3937,0x56Dd5bbEDE9BFDB10a2845c4D70d4a2950163044,0.03
0x73ecaf64c87afc4be160ab912be919ea5e5e2dd2f6e260e6fb8ce049945c2ed8,0x9a2b8115,2022-05-18 20:12:46,tblock.eth,Gem: GemSwap 2,6967,0x83C8F28c26bF6aaca652Df1DbBE0e1b56F8baBa2,0.03
0x6f76bc33a951cc5067ce34e78776f33dd4cca3e804a2151715abff10ad129c4c,Safe Transfer Fr...,2022-05-18 20:10:52,0xafc170f5080b2e2ffdd4a4a393c79bbebfdb96be,dumbcontract.eth,8288,0x76B3AF5F0f9B89CA5a4f9fe6C58421dbE567062d,0.0
0x0127e4ce69c5037ad8d57efe842b3c1af83ca80bd0bcb1546434594e6e00139c,0xb4e4b296,2022-05-18 20:09:00,0x49c296be63d8abc7e918a020412c7ceeb66551d6,0xa97f14955844028f7c3988340c73094e6a71e3de,2509,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.031
0x62ee59992ad87a7fa3235f05e90ff917930d1dfdd139797d3fee133fdfa83b73,0xb4e4b296,2022-05-18 19:58:36,0x48995b174e8c070f1ea0245f6daf7df648c5a973,0xa97f14955844028f7c3988340c73094e6a71e3de,672,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.031
0x14e1557b62906a996ca52eb5983c60fc12bdd7af997dab611695f2e523461918,0x96582bba,2022-05-18 19:56:41,0x35acc485d4ea7088c08dbd6e9e037ed303049e8a,0x31837aaf36961274a04b915697fdfca1af31a0c7,5226,0x31837aaF36961274a04B915697FdfCA1Af31a0C7,0.1125
0x14e1557b62906a996ca52eb5983c60fc12bdd7af997dab611695f2e523461918,0x96582bba,2022-05-18 19:56:41,0x31837aaf36961274a04b915697fdfca1af31a0c7,0xdaf380bb6d7c26e40b153f560411b533706a7727,5226,0x31837aaF36961274a04B915697FdfCA1Af31a0C7,0.1125
0x14e1557b62906a996ca52eb5983c60fc12bdd7af997dab611695f2e523461918,0x96582bba,2022-05-18 19:56:41,0x35acc485d4ea7088c08dbd6e9e037ed303049e8a,0x31837aaf36961274a04b915697fdfca1af31a0c7,5312,0x31837aaF36961274a04B915697FdfCA1Af31a0C7,0.1125
0x14e1557b62906a996ca52eb5983c60fc12bdd7af997dab611695f2e523461918,0x96582bba,2022-05-18 19:56:41,0x31837aaf36961274a04b915697fdfca1af31a0c7,0xdaf380bb6d7c26e40b153f560411b533706a7727,5312,0x31837aaF36961274a04B915697FdfCA1Af31a0C7,0.1125
0x14e1557b62906a996ca52eb5983c60fc12bdd7af997dab611695f2e523461918,0x96582bba,2022-05-18 19:56:41,0x35acc485d4ea7088c08dbd6e9e037ed303049e8a,0x31837aaf36961274a04b915697fdfca1af31a0c7,7639,0x31837aaF36961274a04B915697FdfCA1Af31a0C7,0.1125
0x14e1557b62906a996ca52eb5983c60fc12bdd7af997dab611695f2e523461918,0x96582bba,2022-05-18 19:56:41,0x31837aaf36961274a04b915697fdfca1af31a0c7,0x8907aa1e6f0690afc4d69fe8c1f231be76124451,7639,0x31837aaF36961274a04B915697FdfCA1Af31a0C7,0.1125
0x026bbde37c7c1b6d7cfafe3eaec94dabf3932c280d5fc9d40b40fe080eedf9e6,0x38e29209,2022-05-18 19:47:40,0xa195ab4265d2822bf57200476b88ada89c624d88,0x2caee49d269fdff8a5d98a020e28ddf3b1dd3258,3039,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0x071bbf589f0ecc53419cb4281ca93ca3f1fafd0f0be7661257614fd431d6ab89,0x38e29209,2022-05-18 19:46:04,0xa195ab4265d2822bf57200476b88ada89c624d88,0xe0e93b0ffd74d38a14f497b5bccddb12b86f2f4f,104,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0x0a3f3acba9a8488803900b037d8410912fe68a9325a6f8c117b29e809e56125d,0x9a2b8115,2022-05-18 19:45:13,0x5925845d07e093f8bcc7b195e21acd2b059fd4c9,Gem: GemSwap 2,2576,0x83C8F28c26bF6aaca652Df1DbBE0e1b56F8baBa2,0.069
0x5801ed541d1e195dbbbec46ac8daaa165bdcfbd5f64939c5f8a975a12ee228d7,0x38e29209,2022-05-18 19:44:46,0xa195ab4265d2822bf57200476b88ada89c624d88,0x20a8acbeb1e54242249e49fdc38e3df4312070c1,7910,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0x92744cb42afa76fd4e6f5f0cad1ef57a426367197447ead92ec46bef5b888372,0x38e29209,2022-05-18 19:43:37,0xa195ab4265d2822bf57200476b88ada89c624d88,0xdaf380bb6d7c26e40b153f560411b533706a7727,2135,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0xb407798dbd60ec8c48531f1cec5ed5496001d80f03cfbe5606e10b1e3bdd5913,0x357a150b,2022-05-18 19:43:08,55611.eth,vchiu7.eth,7142,0x74312363e45DCaBA76c59ec49a7Aa8A65a67EeD3,0.0489
0xd62b28e68350e3256f4b846800aa044b3776e41e4f3974c8e084794777307d3d,0x9a2b8115,2022-05-18 19:41:35,hustleman.eth,Gem: GemSwap 2,3042,0x83C8F28c26bF6aaca652Df1DbBE0e1b56F8baBa2,0.04
0x2b2454550bd941b0b6b03f4b8bc9761b12dbafea84a3c35fcaa49e7310cfa577,0xb4e4b296,2022-05-18 19:40:47,0xeedf40cef96b0cb4b669da22698c9d1f682065fb,0xa2b6bd11c1c8fbe6b7c0f968aca868e04e11e603,3962,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.009988350084947988
0x0498878f389911aaf1a3a72c56cb064c2bf2edeee0a88d86b83b16568dc5f970,0x38e29209,2022-05-18 19:39:38,0xa195ab4265d2822bf57200476b88ada89c624d88,sta7s.eth,2291,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0x9fc3e74459dc2fd9a4c0b5febfddf803ffe16b7b423165c61e428dd98ae02d3d,Safe Transfer Fr...,2022-05-18 19:38:08,patentpending.eth,thenftcartel.eth,7758,0x76B3AF5F0f9B89CA5a4f9fe6C58421dbE567062d,0.0
0xba3632f14a00c7d48a51599a1eff1b47bad6fff9add023d75f29ae004a007308,0x38e29209,2022-05-18 19:38:08,0xa195ab4265d2822bf57200476b88ada89c624d88,0xfb53688f78a1a7e6111feb0f12ba219036e337ed,9456,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0x7dc8885bc18ac53a9d4a833ec566fa3c466fe20222eed3a19013b1da859761c9,0xb4e4b296,2022-05-18 19:35:45,0x53c9ef4aaee09d623b5d9458fb2951c9914c5500,sta7s.eth,5653,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.036
0xecf1b899481a2b5b502bc141e3b9b45264788c71cd27b2ad5b77cf31b8956d87,0xb4e4b296,2022-05-18 19:35:45,beckin.eth,0xa97f14955844028f7c3988340c73094e6a71e3de,4298,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.03
0x2fc9eef68d418611baeaed5852a23ea7658479b455c9c2c834e3666300d98150,0x357a150b,2022-05-18 19:31:34,0x1bc07d6188300a4a1477cec547d0f7528ea015fa,0xbbbb916bb8adc7635c0d01bf14a917dba4a8f438,3491,0x74312363e45DCaBA76c59ec49a7Aa8A65a67EeD3,0.048
0xa12400b477cf80d35878fe2bca471fd252080a850514623733c4f9416c9f7202,0x9a2b8115,2022-05-18 19:30:46,0x4c38a6962c8226ff4a7003cb66ca5c644ce0d1d2,Gem: GemSwap 2,1390,0x83C8F28c26bF6aaca652Df1DbBE0e1b56F8baBa2,0.28998
0xa12400b477cf80d35878fe2bca471fd252080a850514623733c4f9416c9f7202,0x9a2b8115,2022-05-18 19:30:46,0x4c38a6962c8226ff4a7003cb66ca5c644ce0d1d2,Gem: GemSwap 2,1632,0x83C8F28c26bF6aaca652Df1DbBE0e1b56F8baBa2,0.28998
0xa12400b477cf80d35878fe2bca471fd252080a850514623733c4f9416c9f7202,0x9a2b8115,2022-05-18 19:30:46,0x4c38a6962c8226ff4a7003cb66ca5c644ce0d1d2,Gem: GemSwap 2,9886,0x83C8F28c26bF6aaca652Df1DbBE0e1b56F8baBa2,0.28998
0xa12400b477cf80d35878fe2bca471fd252080a850514623733c4f9416c9f7202,0x9a2b8115,2022-05-18 19:30:46,0x4c38a6962c8226ff4a7003cb66ca5c644ce0d1d2,Gem: GemSwap 2,8719,0x83C8F28c26bF6aaca652Df1DbBE0e1b56F8baBa2,0.28998
0xa12400b477cf80d35878fe2bca471fd252080a850514623733c4f9416c9f7202,0x9a2b8115,2022-05-18 19:30:46,0x4c38a6962c8226ff4a7003cb66ca5c644ce0d1d2,Gem: GemSwap 2,6114,0x83C8F28c26bF6aaca652Df1DbBE0e1b56F8baBa2,0.28998
0xa12400b477cf80d35878fe2bca471fd252080a850514623733c4f9416c9f7202,0x9a2b8115,2022-05-18 19:30:46,0x4c38a6962c8226ff4a7003cb66ca5c644ce0d1d2,Gem: GemSwap 2,932,0x83C8F28c26bF6aaca652Df1DbBE0e1b56F8baBa2,0.28998
0x7b20faa8d70b30edfa512b3bab0b392d2e6c8247cf1e4a795ac36afddc53c9ec,0xb4e4b296,2022-05-18 19:30:46,0x6275781b3abcb2b5c9a51d5962e6561efd89a222,0xebd8843f53719e12a282ac79222c6038a0c2902f,3671,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.031
0xddd35219332180495d0920b853cbe4eb514160fb17bcb39ed7776a2d3e296dde,0x3b6d032e,2022-05-18 19:25:52,acceptmyw.eth,0xe9f7d35e197f5c05f2e90284e6f599fa7e078ac3,7283,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0x6f5fda857c3e9e14707ed7065db1ac653b8929f3dccb42706120200d2bc7344b,0x3b6d032e,2022-05-18 19:24:12,acceptmyw.eth,0xe9f7d35e197f5c05f2e90284e6f599fa7e078ac3,4637,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0x3492bf6819339df9ec6771ec55b18105f365e137e365e532b3ad1755d9ffa47d,0x3b6d032e,2022-05-18 19:21:37,0x3e720f62db92cfc9f486c9d739e7753feac83faa,0xe9f7d35e197f5c05f2e90284e6f599fa7e078ac3,7585,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0x1ff92bf6a7646e6cddf5aa8ac2a2f1e659abf778808f27e1c063a95b66a0a852,0xb4e4b296,2022-05-18 19:17:51,0x7b533c38910fc31d9cea53bf91cda053120f157e,0xe0e93b0ffd74d38a14f497b5bccddb12b86f2f4f,8367,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0385
0xa022b604e00ea27b49b181954da7eed453a68255e4880afceb62609d2837f32f,0xb4e4b296,2022-05-18 19:15:38,0x6275781b3abcb2b5c9a51d5962e6561efd89a222,queenkayx.eth,9601,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.037
0x5591eb2c92969fa195c31c32945fa127984c7565190ce03e31a9b7bb3b5d5ffc,0x3b6d032e,2022-05-18 19:08:17,0xdaf380bb6d7c26e40b153f560411b533706a7727,0xe9f7d35e197f5c05f2e90284e6f599fa7e078ac3,5226,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0x8fb0fe13a9dda299b163222031513d09373666d419dda6a001fa499a910596b8,0x9a2b8115,2022-05-18 19:07:10,0x97a3ae02de6b2af239d61686f11c746478c73f0b,Gem: GemSwap 2,9214,0x83C8F28c26bF6aaca652Df1DbBE0e1b56F8baBa2,0.1
0x321bd204d698e31250608f0a27f7ca63303b9fefef2fd56dccfc720c67cb8c4d,0x3b6d032e,2022-05-18 19:06:08,0xe6013fe896007cd6182384c8fd48aa6d88fa73ff,0xe9f7d35e197f5c05f2e90284e6f599fa7e078ac3,8523,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0xfd450e30b3aac0c0cef86f61c0d71667f5692be20268c6b2e029c6e0974e59b9,0x3b6d032e,2022-05-18 19:03:25,0xdaf380bb6d7c26e40b153f560411b533706a7727,0xe9f7d35e197f5c05f2e90284e6f599fa7e078ac3,5312,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0xc0150cfbc8642c9b0e2013ebf1cf89c19f2faebff7a1379a7efc12e1955d372c,0xb4e4b296,2022-05-18 19:01:38,0x3689a365401bb276ad4ea3babe15fe204a025c81,queenkayx.eth,3972,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.055
0xe93491c5456d21dc68eb5677608760f451837cbd9f42fb782268d90a46931a3c,0x3b6d032e,2022-05-18 19:01:09,0xcc7ec25a06c51bbfe2e36b7fb6f4cc57a51b72a8,0xe9f7d35e197f5c05f2e90284e6f599fa7e078ac3,3678,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0x99bc6873aa0d0d40348200baa15fcda431fae413783d0217315cefd6e1bc3011,0x3b6d032e,2022-05-18 19:00:32,0xa2b6bd11c1c8fbe6b7c0f968aca868e04e11e603,museumvault.eth,5917,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0xd3d08b02d5fd891ca8bb4fb16fdf4dc3d64bcfcb92f00d1ec1a7ab0e993274f8,0xb4e4b296,2022-05-18 19:00:13,beckin.eth,0x0ed51c1c370ff1e6327446378f0f52e2b1a41983,8243,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.034
0x72ee03bd8194bb46e05863ddbfe4eb018c6759d14eaed18fab6091f1638fca17,0x3b6d032e,2022-05-18 18:59:26,acceptmyw.eth,museumvault.eth,9373,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0x090af66f3e432ac99ddc39118dfbf75c53de3abc224e6a38e79356a482570f04,0xb4e4b296,2022-05-18 18:57:58,inflammable.eth,0x2caee49d269fdff8a5d98a020e28ddf3b1dd3258,3044,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.04
0xe89e4546f23657daf70be77563b837b0b360941a96380067291d9c0142b4f507,0xb4e4b296,2022-05-18 18:56:30,0x08869dbed3c582f0625e86c4924a6cb40420245c,0x0ed51c1c370ff1e6327446378f0f52e2b1a41983,7987,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.034
0x5de9935c1c21d6abb5a9021b404c9ca065ce88d60a6b87ba0524677b77c3d3ae,0x3b6d032e,2022-05-18 18:55:33,0xe0e93b0ffd74d38a14f497b5bccddb12b86f2f4f,0xe9f7d35e197f5c05f2e90284e6f599fa7e078ac3,1577,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0xd8c406842312888a86e37854478b957993fcd2e82520873be546d5bed80e4373,0x38e29209,2022-05-18 18:51:44,0x1e454cfca1aca1cc9288270a46430b118ad1b4da,jayhawknft.eth,8203,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0xe0cf2a0368f16b08302c5befc2dd3dc12ecbc39bac86fa8b863c1414e3ea9ea7,0xb4e4b296,2022-05-18 18:50:59,0x1921362b6b53ae32063a2d39d8de91df7460c3af,0x0ed51c1c370ff1e6327446378f0f52e2b1a41983,7985,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.005204
0x056f4ee71d8e8b8435d25dd13fdd0d71209acc1af416eb1ac8c5e48191a5488e,0xb4e4b296,2022-05-18 18:48:13,0xfc3df2a4a3882c58256de78646d3ef8260109270,jayhawknft.eth,8056,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.034
0x4a190ec8d9a926fab967eca849c6da559ae32beeaf1be951b8f52cb92d8a4352,0x3b6d032e,2022-05-18 18:44:15,0xe0e93b0ffd74d38a14f497b5bccddb12b86f2f4f,jayhawknft.eth,8367,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0xab5243fe0f921a03fcdaacf95296171ac12bd83e750a31062f00da5a73c0b2b1,0x3b6d032e,2022-05-18 18:40:21,0xdaf380bb6d7c26e40b153f560411b533706a7727,hurryupandbai.eth,3905,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
0x4f967213c22c6b18c5aa92e2ddfad6417bbafd886839757d23c2c9aaf2b5b2f9,0x3b6d032e,2022-05-18 18:39:53,0x3e720f62db92cfc9f486c9d739e7753feac83faa,hurryupandbai.eth,2504,0x59728544B08AB483533076417FbBB2fD0B17CE3a,0.0
