Market Place,Date,Sale Count Average,Purchase Count Average,Token count Average,Value Average
Opensea,2022-05-16,1.2872727272727273,2.240506329113924,2.5652173913043477,0.0
Opensea,2022-05-17,1.2533495736906213,1.8084358523725834,2.744,0.0
Opensea,2022-05-18,1.3434146341463415,2.1055045871559632,2.8509316770186337,0.0
